Subject,Keyboard,Posture,Posture_Order,Trial,WPM,Error_Rate
20,Galaxy,Walk,2,19,4.29,0.06
20,Galaxy,Walk,2,20,15.92,0.07
21,Galaxy,Sit,2,1,25.19,0.03
21,Galaxy,Sit,2,2,27.96,0.02
21,Galaxy,Sit,2,3,22.45,0.01
21,Galaxy,Sit,2,4,24.19,0
21,Galaxy,Sit,2,5,23.08,0.04
21,Galaxy,Sit,2,6,25.03,0.02
21,Galaxy,Sit,2,7,26.89,0.02
21,Galaxy,Sit,2,8,20.33,0.01
21,Galaxy,Sit,2,9,24.35,0.02
21,Galaxy,Sit,2,10,26.54,0
21,Galaxy,Sit,2,11,23.5,0.01
21,Galaxy,Sit,2,12,25.79,0.05
21,Galaxy,Sit,2,13,25.43,0.05
21,Galaxy,Sit,2,14,25.32,0.02
21,Galaxy,Sit,2,15,24.28,0
21,Galaxy,Sit,2,16,24.52,0.02
21,Galaxy,Sit,2,17,22.43,0.02
21,Galaxy,Sit,2,18,28.51,0.03
21,Galaxy,Sit,2,19,28.72,0.01
21,Galaxy,Sit,2,20,23.13,0.03
21,Galaxy,Stand,1,1,20.03,0.01
21,Galaxy,Stand,1,2,24.45,0.04
21,Galaxy,Stand,1,3,20.92,0.04
21,Galaxy,Stand,1,4,22.84,0.03
21,Galaxy,Stand,1,5,18.56,0.07
21,Galaxy,Stand,1,6,21.35,0.04
21,Galaxy,Stand,1,7,16.83,0.01
21,Galaxy,Stand,1,8,16.82,0.07
21,Galaxy,Stand,1,9,17.46,0.05
21,Galaxy,Stand,1,10,23.62,0.03
21,Galaxy,Stand,1,11,18.78,0
21,Galaxy,Stand,1,12,22.01,0.01
21,Galaxy,Stand,1,13,25.76,0.03
21,Galaxy,Stand,1,14,21.27,0.01
21,Galaxy,Stand,1,15,22.23,0.02
21,Galaxy,Stand,1,16,20.31,0.04
21,Galaxy,Stand,1,17,21.09,0.03
21,Galaxy,Stand,1,18,24.58,0.05
21,Galaxy,Stand,1,19,22.7,0.05
21,Galaxy,Stand,1,20,17.26,0.03
21,Galaxy,Walk,3,1,10.49,0.06
21,Galaxy,Walk,3,2,9.75,0.04
21,Galaxy,Walk,3,3,17.82,0.04
21,Galaxy,Walk,3,4,7.44,0.03
21,Galaxy,Walk,3,5,10.17,0.11
21,Galaxy,Walk,3,6,11.61,0.11
21,Galaxy,Walk,3,7,8.19,0.02
21,Galaxy,Walk,3,8,14.14,0.04
21,Galaxy,Walk,3,9,15.82,0.13
21,Galaxy,Walk,3,10,16.86,0.06
21,Galaxy,Walk,3,11,7.83,0.08
21,Galaxy,Walk,3,12,11.44,0.03
21,Galaxy,Walk,3,13,13.44,0.1
21,Galaxy,Walk,3,14,11.74,0.07
21,Galaxy,Walk,3,15,10.32,0.07
21,Galaxy,Walk,3,16,17,0.05
21,Galaxy,Walk,3,17,10.38,0.1
21,Galaxy,Walk,3,18,22.64,0.08
21,Galaxy,Walk,3,19,10.11,0.06
21,Galaxy,Walk,3,20,10.39,0.08
22,Galaxy,Sit,2,1,24.8,0.02
22,Galaxy,Sit,2,2,23.21,0.02
22,Galaxy,Sit,2,3,24.44,0
22,Galaxy,Sit,2,4,25.09,0.02
22,Galaxy,Sit,2,5,23.79,0.01
22,Galaxy,Sit,2,6,23.32,0.03
22,Galaxy,Sit,2,7,23.39,0.01
22,Galaxy,Sit,2,8,24.3,0.01
22,Galaxy,Sit,2,9,24.05,0.01
22,Galaxy,Sit,2,10,20.59,0
22,Galaxy,Sit,2,11,21.37,0
22,Galaxy,Sit,2,12,24.59,0.02
22,Galaxy,Sit,2,13,22.67,0.03
22,Galaxy,Sit,2,14,24.95,0.02
22,Galaxy,Sit,2,15,22.51,0.01
22,Galaxy,Sit,2,16,21.96,0.03
22,Galaxy,Sit,2,17,24.09,0
22,Galaxy,Sit,2,18,23.29,0.01
22,Galaxy,Sit,2,19,23.58,0.02
22,Galaxy,Sit,2,20,21.47,0.03
22,Galaxy,Stand,3,1,21.64,0.08
22,Galaxy,Stand,3,2,19.68,0.01
22,Galaxy,Stand,3,3,20.82,0.02
22,Galaxy,Stand,3,4,17.42,0.04
22,Galaxy,Stand,3,5,24.2,0.04
22,Galaxy,Stand,3,6,19.24,0.03
22,Galaxy,Stand,3,7,29.06,0.01
22,Galaxy,Stand,3,8,24.67,0.04
22,Galaxy,Stand,3,9,19.84,0.06
22,Galaxy,Stand,3,10,23.56,0.02
22,Galaxy,Stand,3,11,20.44,0.06
22,Galaxy,Stand,3,12,20.27,0.03
22,Galaxy,Stand,3,13,24.47,0.03
22,Galaxy,Stand,3,14,23.12,0.04
22,Galaxy,Stand,3,15,23.74,0.02
22,Galaxy,Stand,3,16,23.39,0.01
22,Galaxy,Stand,3,17,24.42,0.06
22,Galaxy,Stand,3,18,22.05,0.05
22,Galaxy,Stand,3,19,16.79,0.04
22,Galaxy,Stand,3,20,16.68,0.02
22,Galaxy,Walk,1,1,12.27,0.07
22,Galaxy,Walk,1,2,18.07,0.03
22,Galaxy,Walk,1,3,18.38,0.06
22,Galaxy,Walk,1,4,20.76,0.04
22,Galaxy,Walk,1,5,14.21,0.06
22,Galaxy,Walk,1,6,17.5,0.06
22,Galaxy,Walk,1,7,15.72,0.09
22,Galaxy,Walk,1,8,6.04,0.06
22,Galaxy,Walk,1,9,13.36,0.04
22,Galaxy,Walk,1,10,3.9,0.06
22,Galaxy,Walk,1,11,21.06,0.05
22,Galaxy,Walk,1,12,13.01,0.06
22,Galaxy,Walk,1,13,6.9,0.03
22,Galaxy,Walk,1,14,16.13,0.06
22,Galaxy,Walk,1,15,5.01,0.11
22,Galaxy,Walk,1,16,25.29,0.07
22,Galaxy,Walk,1,17,9.95,0.09
22,Galaxy,Walk,1,18,11.07,0.06
22,Galaxy,Walk,1,19,6.92,0.03
22,Galaxy,Walk,1,20,24.99,0.08
23,Galaxy,Sit,3,1,27.72,0
23,Galaxy,Sit,3,2,21.82,0.01
23,Galaxy,Sit,3,3,25.93,0
23,Galaxy,Sit,3,4,28.08,0.03
23,Galaxy,Sit,3,5,22.59,0.04
23,Galaxy,Sit,3,6,22.56,0.02
23,Galaxy,Sit,3,7,21.17,0.02
23,Galaxy,Sit,3,8,24.73,0
23,Galaxy,Sit,3,9,24.56,0.01
23,Galaxy,Sit,3,10,24.29,0.01
23,Galaxy,Sit,3,11,24.15,0.02
23,Galaxy,Sit,3,12,24.55,0.05
23,Galaxy,Sit,3,13,22.28,0.01
23,Galaxy,Sit,3,14,23.79,0.03
23,Galaxy,Sit,3,15,24.83,0.02
23,Galaxy,Sit,3,16,23.05,0.02
23,Galaxy,Sit,3,17,21.82,0.02
23,Galaxy,Sit,3,18,23.13,0.05
23,Galaxy,Sit,3,19,24.71,0
23,Galaxy,Sit,3,20,25.28,0.02
23,Galaxy,Stand,1,1,22.06,0.03
23,Galaxy,Stand,1,2,16.2,0.04
23,Galaxy,Stand,1,3,19.92,0.02
23,Galaxy,Stand,1,4,17.42,0.08
23,Galaxy,Stand,1,5,17.25,0.02
23,Galaxy,Stand,1,6,18.03,0.02
23,Galaxy,Stand,1,7,18.34,0.01
23,Galaxy,Stand,1,8,22.43,0.03
23,Galaxy,Stand,1,9,23.33,0.01
23,Galaxy,Stand,1,10,20.63,0.06
23,Galaxy,Stand,1,11,22.73,0.04
23,Galaxy,Stand,1,12,18.6,0.02
23,Galaxy,Stand,1,13,16.96,0.02
23,Galaxy,Stand,1,14,17.72,0.04
23,Galaxy,Stand,1,15,16.6,0.01
23,Galaxy,Stand,1,16,20.05,0.03
23,Galaxy,Stand,1,17,18.7,0.02
23,Galaxy,Stand,1,18,14.72,0.01
23,Galaxy,Stand,1,19,17.46,0.03
23,Galaxy,Stand,1,20,23.44,0.02
23,Galaxy,Walk,2,1,13.9,0.08
23,Galaxy,Walk,2,2,18.7,0.08
23,Galaxy,Walk,2,3,10.24,0.12
23,Galaxy,Walk,2,4,17.9,0.03
23,Galaxy,Walk,2,5,8.57,0.04
23,Galaxy,Walk,2,6,6,0.05
23,Galaxy,Walk,2,7,14.06,0.04
23,Galaxy,Walk,2,8,13.41,0.08
23,Galaxy,Walk,2,9,11.57,0.08
23,Galaxy,Walk,2,10,13.54,0.04
23,Galaxy,Walk,2,11,8.59,0.05
23,Galaxy,Walk,2,12,14.32,0.02
23,Galaxy,Walk,2,13,12.13,0.08
23,Galaxy,Walk,2,14,9.79,0.02
23,Galaxy,Walk,2,15,12.81,0.07
23,Galaxy,Walk,2,16,10.17,0.03
23,Galaxy,Walk,2,17,9.71,0.06
23,Galaxy,Walk,2,18,17.44,0.06
23,Galaxy,Walk,2,19,16.17,0.06
23,Galaxy,Walk,2,20,17.69,0.02
24,Galaxy,Sit,3,1,24.11,0.03
24,Galaxy,Sit,3,2,19.54,0.02
24,Galaxy,Sit,3,3,24.8,0.01
24,Galaxy,Sit,3,4,27.16,0
24,Galaxy,Sit,3,5,23.28,0.01
24,Galaxy,Sit,3,6,22.5,0.04
24,Galaxy,Sit,3,7,21.99,0.01
24,Galaxy,Sit,3,8,23.19,0.04
24,Galaxy,Sit,3,9,21.28,0.03
24,Galaxy,Sit,3,10,23,0
24,Galaxy,Sit,3,11,23.96,0.01
24,Galaxy,Sit,3,12,22.33,0.02
24,Galaxy,Sit,3,13,22.68,0
24,Galaxy,Sit,3,14,24.92,0.04
24,Galaxy,Sit,3,15,29.16,0.01
24,Galaxy,Sit,3,16,25.28,0.02
24,Galaxy,Sit,3,17,23.99,0.03
24,Galaxy,Sit,3,18,23.95,0.01
24,Galaxy,Sit,3,19,26.6,0.01
24,Galaxy,Sit,3,20,26.9,0
24,Galaxy,Stand,2,1,23.42,0.03
24,Galaxy,Stand,2,2,24.42,0.01
24,Galaxy,Stand,2,3,21.21,0.03
24,Galaxy,Stand,2,4,25.83,0.03
24,Galaxy,Stand,2,5,18.03,0.02
24,Galaxy,Stand,2,6,20.83,0.05
24,Galaxy,Stand,2,7,24.57,0.02
24,Galaxy,Stand,2,8,24.53,0.05
24,Galaxy,Stand,2,9,24.73,0.02
24,Galaxy,Stand,2,10,23.89,0.03
24,Galaxy,Stand,2,11,20.33,0.02
24,Galaxy,Stand,2,12,19.07,0.07
24,Galaxy,Stand,2,13,21.21,0.04
24,Galaxy,Stand,2,14,23.15,0.01
24,Galaxy,Stand,2,15,24.59,0.04
24,Galaxy,Stand,2,16,17.97,0.02
24,Galaxy,Stand,2,17,19.56,0.05
24,Galaxy,Stand,2,18,19.09,0.02
24,Galaxy,Stand,2,19,13.52,0.01
24,Galaxy,Stand,2,20,19.93,0.04
24,Galaxy,Walk,1,1,11.35,0.08
24,Galaxy,Walk,1,2,7.41,0.06
24,Galaxy,Walk,1,3,13.68,0.07
24,Galaxy,Walk,1,4,11.19,0.05
24,Galaxy,Walk,1,5,16.31,0.06
24,Galaxy,Walk,1,6,11.76,0.04
24,Galaxy,Walk,1,7,16,0.03
24,Galaxy,Walk,1,8,12.74,0.06
24,Galaxy,Walk,1,9,4.78,0.05
24,Galaxy,Walk,1,10,9.83,0.07
24,Galaxy,Walk,1,11,13.37,0.05
24,Galaxy,Walk,1,12,10.89,0.05
24,Galaxy,Walk,1,13,19.26,0.07
24,Galaxy,Walk,1,14,11.67,0.08
24,Galaxy,Walk,1,15,16.5,0.04
24,Galaxy,Walk,1,16,14.3,0.15
24,Galaxy,Walk,1,17,6.54,0.03
24,Galaxy,Walk,1,18,16.01,0.04
24,Galaxy,Walk,1,19,19.52,0.06
24,Galaxy,Walk,1,20,8.81,0.05
